,uuid,predicate_id,predicate_label,obj_label,sub_label,sub_uri,gender
5201,d49970ed-600c-45cb-a540-0bbe45ee32a5,P19,place of birth,Athens,Saint Giles,Q149727,male
5202,b405d2ea-4893-43d9-a2ea-64d06aa1f202,P19,place of birth,Berlin,"Friedrich Wilhelm, Count Brandenburg",Q65053,male
5203,d5c8e16f-5e00-403a-822e-8979e3f1d831,P19,place of birth,Pasadena,Dan Barrett,Q377113,male
5204,68de290e-cfc4-4240-8f9d-5521390aad37,P19,place of birth,Melbourne,Isaac Isaacs,Q1673410,male
5205,c1952c1d-c489-4286-af3f-6c31cb1a1d33,P19,place of birth,Lisbon,Carlos Zingaro,Q177385,male
5206,6b036dc6-a8c8-4079-8f93-2564afe91c71,P19,place of birth,Paris,Jean-Marcel Jeanneney,Q353164,male
5207,d5bd5b89-4cbc-4c65-a1b4-fd607cbe78f4,P19,place of birth,Ajax,T-Minus,Q3511888,male
5208,cf2b6dd8-2d46-42eb-8f9f-7a8c9ec04081,P19,place of birth,Montevideo,Jaime Roos,Q382570,male
5209,d85c3290-6f17-441a-8418-bea498ca8eb3,P19,place of birth,Syracuse,Philistus,Q712572,male
5210,f4383805-d067-439b-9dcd-93f849fdaa0e,P19,place of birth,Gap,Gilles Grimandi,Q722437,male
5211,89df5d2b-4c0e-4ac5-95bc-5771e6267165,P19,place of birth,Warsaw,Hartmut Mehdorn,Q91984,male
5212,c8ae184c-f170-4ae9-a325-f685fdf5daaa,P19,place of birth,Hamburg,Max Wilson,Q1382787,male
5213,24dbdc44-cc06-4627-9053-ec8430aa21f3,P19,place of birth,Tokyo,Mako Idemitsu,Q18619304,female
5214,b1970490-4f29-4dcd-837b-1816606b84f4,P19,place of birth,Lincolnshire,Jade Windley,Q13527738,female
5215,0b944f9b-ca18-4add-b18b-89c24c19d785,P19,place of birth,Beirut,Saeb Salam,Q2002354,male
5216,b98cac4d-3b8b-4cdd-9546-4c3fd6a5f217,P19,place of birth,Valencia,Vicente Grau Juan,Q7925155,male
5217,5024ff41-078d-4eee-b7a1-c0ba3ed867f9,P19,place of birth,Boston,Dale Resteghini,Q5210598,male
5218,4154b265-340a-4dde-8256-7b17c0ef2707,P19,place of birth,Penang,Ong Beng Hee,Q766689,male
5219,81431b1a-52a3-4e19-ba3c-0a5a02b1eeae,P19,place of birth,Copenhagen,Erling Kroner,Q938929,male
5220,83b3129e-1cd5-4a1b-9f15-eb668806e76b,P19,place of birth,Kensington,Augustus Wall Callcott,Q280411,male
5221,cbdd1e4a-1bd7-4d4e-81ab-cb2048ca11bd,P19,place of birth,California,Blake Mills,Q4924438,male
5222,a5bdf0d3-e3b6-4cd9-9d44-f098a5612100,P19,place of birth,Philadelphia,Bob Brady,Q434522,male
5223,a02e711f-9a31-4626-bac2-3e9e78d864a9,P19,place of birth,Cincinnati,Rudolph Isley,Q7377425,male
5224,c86a72b8-8278-4e0d-bc10-38ba08d14b09,P19,place of birth,Prague,Ewald Osers,Q5418882,male
5225,b9871fbd-ff40-4007-9c9c-d7849f14bba8,P19,place of birth,London,Paul Epworth,Q515883,male
5226,cd6ab06f-6d1d-4c46-9c66-d867a6b0c9ae,P19,place of birth,Wales,Mechell,Q6804706,male
5227,f09e0f00-c550-455a-96fd-04db26348e36,P19,place of birth,Paris,Henri Debain,Q3130926,male
5228,a0d6a4f3-c097-47dc-9324-ef2646352a8e,P19,place of birth,Chicago,Barney Balaban,Q2884698,male
5229,04067678-7bdf-42ec-9a75-120b3e17eb5b,P19,place of birth,Wigan,Richard Ashcroft,Q368354,male
5230,f3a01d88-49d3-4812-9b25-e48bafebfe06,P19,place of birth,Minsk,Ksenija Balta,Q257795,female
5231,c1f0677b-3a49-4c40-88aa-0c064938b05b,P19,place of birth,Rome,Giuseppe Baini,Q1225719,male
5232,d11f23d1-f742-4bdb-b07c-8899215d59ed,P19,place of birth,Rome,Mario Caiano,Q330825,male
5233,2a539479-6a4b-4f79-aaba-64a29cbc690d,P19,place of birth,Chicago,Kay Armen,Q13055215,female
5234,b3f4e009-c31c-467c-af6d-3092c46cf2d0,P19,place of birth,Brooklyn,Jack Wilkins,Q1677236,male
5235,3d7e1788-9f10-473b-8abf-8e16e2167dd2,P19,place of birth,Albuquerque,Leo Villareal,Q6524309,male
5236,440986c2-1412-4b54-bc36-ed78948d071f,P19,place of birth,Strasbourg,Johann Burchard,Q716458,male
5237,3779b6a6-505d-4bec-a068-d1caddd6a6d6,P19,place of birth,Germany,Gene Martynec,Q5531339,male
5238,34e5ed97-8f4c-44db-94f1-4574d10c776f,P19,place of birth,Helsinki,Seija Simola,Q468168,female
5239,f0a2a828-9625-4622-ad85-615a7f54ebca,P19,place of birth,Mumbai,Vikram Bhatt,Q2738917,male
5240,f4a7f4a9-33fd-4ca7-a108-c5bfc9aae7a2,P19,place of birth,Berlin,Johann August Nahl,Q466047,male
5241,b35e4410-7c3a-483f-8551-869d5c486646,P19,place of birth,Mumbai,Gita Sahgal,Q5565037,female
5242,5cf8476f-ea87-4675-83b0-fb2f86bc968d,P19,place of birth,London,Leopold Stokowski,Q297562,male
5243,7cf02dd5-fac4-4eb8-9ada-cfd2a186bfbc,P19,place of birth,Dublin,John Sheahan,Q693584,male
5244,69ca980a-d73f-45bb-8fed-89e8972ca7e9,P19,place of birth,Lebanon,Abbas Ahmed Atwi,Q2820230,male
5245,9442c511-3dc6-4797-90de-9a51e76e7382,P19,place of birth,Brooklyn,Hamilton Holt,Q5645004,male
5246,32ea4a2d-82da-4a06-9624-07ed962bcee9,P19,place of birth,Tobago,Lord Pretender,Q16015559,male
5247,40f1483e-bc75-40b2-8ac3-6adcd72c414c,P19,place of birth,Salzburg,Thomas Zehetmair,Q84594,male
5248,de5234aa-09c4-4ed9-870a-09b91be99336,P19,place of birth,Cambodia,Saom Vansodany,Q7420859,female
5249,c5c85cdb-af2a-47e9-9032-f7cb3b2238cb,P19,place of birth,Cincinnati,Tom Wesselmann,Q703660,male
5250,c1fdf859-8611-40c2-84df-ec4990ffd0a3,P19,place of birth,Jackson,Trey Teague,Q4107978,male
5251,f89753d7-86bf-4b5d-8f3e-ae52a32539de,P19,place of birth,Budapest,Gergely Kiss,Q461628,male
5252,ca725f8f-edfe-4430-8afa-eae81d39d7ac,P19,place of birth,Nottingham,Corinne Drewery,Q5170583,female
5253,423db3f1-908a-4ca2-9ee1-2904e2396334,P19,place of birth,Helsinki,Iiro Rantala,Q1658005,male
5254,587d2bce-2d41-4884-b105-44dad0f50572,P19,place of birth,Paris,Julius Stockhausen,Q526806,male
5255,348d0941-6d8c-44ed-b5e1-3f0e85150629,P19,place of birth,Monroe,Rustee Allen,Q5546969,male
5256,ae0be77c-dd44-46fd-8650-ab4a4c58ae4a,P19,place of birth,Winnipeg,Kevin Lamoureux,Q3195738,male
5257,50fb7164-a78b-473e-88b3-ca576375dcea,P19,place of birth,Rome,Antonella Costa,Q425792,female
5258,8ef80267-e37f-4a5e-b355-07abd80f463b,P19,place of birth,Marseille,Ernest Reyer,Q516937,male
5259,5d19de60-e6db-4720-97fe-d80be3bd46d2,P19,place of birth,Edinburgh,Henry Mackenzie,Q1276720,male
5260,207b126e-92a6-478b-a767-96be49ceb894,P19,place of birth,Brighton,John Leopold Denman,Q6244611,male
5261,57dc5986-e8a8-4831-8052-209a6f2f8b78,P19,place of birth,Houston,Bill Hinds,Q4909437,male
5262,a34afd7a-6c51-4137-8b25-aefba674e04f,P19,place of birth,Bangalore,Rhea Chakraborty,Q7320290,female
5263,c8711b6d-ccf6-4f2b-86c2-87f7defe52a2,P19,place of birth,London,Jonathan Pereira,Q385683,male
5264,1f141636-80e8-4fe1-a69c-8795c8b0ec62,P19,place of birth,Armenia,Leo V the Armenian,Q41641,male
5265,b256d1ec-f4eb-42fb-bce2-ee31246164fb,P19,place of birth,Milan,Marco Delvecchio,Q250093,male
5266,54e583d9-2e8e-4d67-82d5-98c81e2ec2b2,P19,place of birth,Montreal,Nikki Yanofsky,Q291485,female
5267,2667bac6-39e2-4867-bfff-7b7a5f84266d,P19,place of birth,Christchurch,Nina Byron,Q7037884,female
5268,64a372f2-cdf3-4e1f-8f6e-8208515d32e0,P19,place of birth,Montreal,Jean Pierre Lefebvre,Q3173995,male
5269,66fdc4b1-8b78-4cdc-90fa-1da638893b91,P19,place of birth,Munich,Carl Orff,Q44086,male
5270,219db7ea-7a16-4b78-b235-be98cc95b467,P19,place of birth,Rome,Victor Cavallo,Q4011253,male
5271,759b97ef-f2ad-4ace-82b4-aa4b7661af23,P19,place of birth,Israel,Michael Ben-Ari,Q2613056,male
5272,2b296ffa-98d0-4d47-9a32-537904e53f35,P19,place of birth,Boston,Irving Fine,Q706781,male
5273,f78fe52a-7b4b-4bb3-b6a5-821afae38e50,P19,place of birth,Chicago,John Klemmer,Q1700723,male
5274,97ae7d67-88f0-487f-834d-3eac30b6c915,P19,place of birth,London,Steve Hillage,Q304631,male
5275,db75a2a9-0990-4611-bfac-6fd3ed6af21b,P19,place of birth,Dublin,Cathal Goulding,Q2941785,male
5276,16381cc8-b02c-43af-b5ff-318d9fa7b1ef,P19,place of birth,Como,Pliny the Elder,Q82778,male
5277,fb609d73-4369-4eaf-858c-3220a2150cc1,P19,place of birth,Kyrgyzstan,Aktan Abdykalykov,Q421813,male
5278,9e9745a7-e4ad-4b2a-9a6f-154032d52976,P19,place of birth,Boston,Phoebe Atwood Taylor,Q2088428,female
5279,381a1749-a66a-4524-b713-5613482d0dbe,P19,place of birth,Berlin,Frederick William II of Prussia,Q152229,male
5280,9b002195-7191-4d90-bf6e-e697627679fe,P19,place of birth,Nicaragua,Emiliano Chamorro Vargas,Q727025,male
5281,9de46979-a6fd-465b-a717-58dce2df2a5e,P19,place of birth,Melbourne,Brian Mannix,Q4964603,male
5282,99810bbf-6284-4644-8a1d-d6bf32e49f40,P19,place of birth,Belfast,Stephen Rea,Q313042,male
5283,34b0d420-cfe3-4fb5-ab19-f5b1d010502e,P19,place of birth,Naples,Armando Diaz,Q333778,male
5284,69713a94-f6de-4de5-8d24-598c6b233a83,P19,place of birth,Lille,Pierre Bertin,Q3383956,male
5285,0afdb9dc-024c-4d15-9532-c092b5a2b443,P19,place of birth,Dublin,Michael Stapleton,Q3856269,male
5286,4ac756c4-0f6e-4de5-99e4-badf88b3608b,P19,place of birth,Belgrade,Aleksandar Deroko,Q1280402,male
5287,59439d53-9dc9-4161-9c5d-12b77c882c27,P19,place of birth,London,Erol Alkan,Q1361270,male
5288,62f2d7e3-0707-4b9f-a0e9-42c52c9ddea0,P19,place of birth,Heidelberg,August Kopff,Q57432,male
5289,635ce043-22a1-4d1c-ab17-4285cfca0c75,P19,place of birth,Tokyo,Eiko Koike,Q970521,female
5290,21c89073-8368-4ade-8ee5-361557d386eb,P19,place of birth,Moscow,Boris Grigoriev,Q432523,male
5291,c97ea32d-70cf-4330-980d-1ce8cd7993af,P19,place of birth,Lisbon,Manuel I of Portugal,Q191231,male
5292,897ba492-2071-4ecc-ad9a-20bf2128d685,P19,place of birth,Bradford,Steve Rhodes,Q7478675,male
5293,a7010aeb-3358-46ce-a7ff-a2827ceb0149,P19,place of birth,Tottenham,Wretch 32,Q116369,male
5294,f4fa7490-1e34-42b2-99ef-c83ef73d388d,P19,place of birth,Alexandria,Appian,Q190368,male
5295,8a689ef5-e410-4a82-b77d-73fdcb27bb6b,P19,place of birth,London,Rachel Whiteread,Q454041,female
5296,7dd40400-009d-444d-97ab-95cba565403c,P19,place of birth,Dundee,Colin McNab,Q1108579,male
5297,8ab0aae6-8064-4121-ba68-eafd1f0daf5c,P19,place of birth,Yokohama,Soichi Noguchi,Q357450,male
5298,c6ebee14-b026-478a-bc71-b9ef28c451e8,P19,place of birth,Milan,Oscar Sala,Q1797240,male
5299,bbc24646-7b65-4bf8-bed7-da0b798181ff,P19,place of birth,Rome,Boniface III,Q170297,male
5300,f6ad7f66-0d42-4566-8a67-b02c1f4a47cb,P19,place of birth,Brooklyn,Sal Viscuso,Q3467428,male
5301,583a7dc2-3607-475e-93c1-121341387355,P19,place of birth,Detroit,Kim Kashkashian,Q284694,female
5302,95f6a3f4-5dff-4f13-b441-df06c11c94a8,P19,place of birth,Melbourne,Roy Grounds,Q7372867,male
5303,5317219c-70d3-4c61-9b50-6649df9629b0,P19,place of birth,Milan,Claudio Abbado,Q151608,male
5304,be85b287-91eb-40a6-8817-ba4b27bc3c7e,P19,place of birth,Seattle,Aaron Parks,Q302467,male
5305,9221b211-bf76-4c4d-8dfb-e0dc388a8631,P19,place of birth,Weimar,"John Ernest II, Duke of Saxe-Weimar",Q69962,male
5306,373f8d9f-6b08-43ff-aec1-977d484e1c66,P19,place of birth,Tallinn,Martin Padar,Q770318,male
5307,06252a44-4739-4f65-9601-491e0ec0a7ed,P19,place of birth,Bangor,Kieron Dawson,Q3196468,male
5308,53cc67c2-abfc-4840-ac91-7b4d7751c0f7,P19,place of birth,Amsterdam,Glennis Grace,Q281959,female
5309,7e1ea021-81c8-47e4-b853-1081858806a2,P19,place of birth,Metz,Leo Weisgerber,Q70773,male
5310,edb71158-f090-4496-9b9c-f057c28e1b4e,P19,place of birth,Barcelona,Enrique Vila-Matas,Q372313,male
5311,1dac5c22-a349-4004-a9d6-8999933695ce,P19,place of birth,Nice,Camille Pin,Q427761,female
5312,c0fb4481-bc00-4d3d-8049-279d56b720be,P19,place of birth,London,Tinie Tempah,Q46321,male
5313,12f05d8d-a957-429a-bdd1-6352b3e3a20f,P19,place of birth,Dresden,Jaki Liebezeit,Q65048,male
5314,85c04a4c-35bb-4bbc-b6aa-6c962a70b693,P19,place of birth,Oslo,Harald Gram,Q5653779,male
5315,48ed06f8-931c-4d31-b877-58aa83509388,P19,place of birth,Melbourne,Tristan Rogers,Q1316535,male
5316,068a1226-f17b-4f9a-bd86-7811b1571fd4,P19,place of birth,Baghdad,Adnan Dirjal,Q4683880,male
5317,86d12e05-270b-4747-bf35-75ed7cecdf2d,P19,place of birth,Baku,Dayirman,Q4154059,NaN
5318,3722d4e0-d39f-4130-a480-395e58aee7ed,P19,place of birth,London,Allen Carr,Q356290,male
5319,9cae2055-08e1-42bc-b332-160ab167f732,P19,place of birth,Birmingham,Shane Battier,Q524480,male
5320,d89b7d4d-95d2-46b8-8503-73d0e49b2882,P19,place of birth,Harlem,Sugar Blue,Q2363640,male
5321,52950958-b29f-44a8-ae3e-bbe45321ad65,P19,place of birth,London,Spike Hughes,Q1632204,male
5322,e19bda14-943b-4771-9fe7-ecbc5115d234,P19,place of birth,London,Nick Raphael,Q7027780,male
5323,07c0cc63-7db2-41fc-8133-e8e79fa9e7f6,P19,place of birth,Berlin,Alle Farben,Q15263356,male
5324,19a2f910-57c3-4284-a20d-6ca4aa81cd8d,P19,place of birth,Paris,Auguste Cain,Q766022,male
5325,43cc5c6b-69d3-479e-bf4b-4daf7873b026,P19,place of birth,Barbados,Samuel Jackman Prescod,Q7411818,male
5326,66b8286b-91c7-4fb3-a731-5727a9fbe31b,P19,place of birth,Naples,Nancy Rubins,Q2236424,female
5327,6c74697b-d8cf-45fb-b127-34fdacd519a1,P19,place of birth,London,Albert Richardson,Q15514116,male
5328,d2b0065b-1ca9-48c1-b5b0-39ca789d130b,P19,place of birth,Berlin,Henri Berger,Q872887,male
5329,d0e09664-c2c2-4e5a-b104-98f28d6cc011,P19,place of birth,Vancouver,John Shorthouse,Q6257742,male
5330,cb758bc7-0118-4024-999f-3c582cb66059,P19,place of birth,Wisconsin,Diane Hendricks,Q5271481,female
5331,a433d89c-ab4b-4c8a-b38f-27d73f793c6f,P19,place of birth,Bologna,Giovanni Tadolini,Q5563995,male
5332,4ba5f76d-03d6-4d5d-aba4-31735acaba5f,P19,place of birth,Ljubljana,Irena Grafenauer,Q4116804,female
5333,7de15624-0daa-47af-bd33-02fea4fd6685,P19,place of birth,Dresden,Thomas Fritsch,Q89764,male
5334,465e82d8-95d1-4fec-b6d7-49f831b501e2,P19,place of birth,Belfast,Arlene McCarthy,Q443609,female
5335,96c64133-db2d-41b2-b3d6-8ea20726d87a,P19,place of birth,Bristol,Cyd Hayman,Q2391008,female
5336,9d3401dd-d5f1-4668-b768-959eeac7a3ad,P19,place of birth,Manila,Isabel Granada,Q3545304,female
5337,834148e2-d96b-4a3a-9aba-b8c5375f6601,P19,place of birth,Cornwall,John Wensink,Q6381254,male
5338,eb6ab634-8607-45d4-b601-b1c577e01581,P19,place of birth,Dundee,Frances Wright,Q441537,female
5339,2326f8d5-8570-4d97-a07f-e7b3dbcb7f20,P19,place of birth,Boston,Tom Jennings,Q2249236,male
5340,18e15e6b-a09d-4156-9766-0d362fcdcfb1,P19,place of birth,Helsinki,Aino Sibelius,Q406078,female
5341,d46021d3-cf9c-4a94-9cbc-ebb3cd9d4f3e,P19,place of birth,Stafford,Pete Haycock,Q3376378,male
5342,baa92bb5-4b2f-451f-a64a-885e0b2037bd,P19,place of birth,Geneva,Robert Pinget,Q123389,male
5343,45d4eab5-fc6e-4334-937b-1840405929b8,P19,place of birth,Naples,Enrico Caruso,Q170726,male
5344,9b0f0e74-7d09-4676-9c2d-953d8d3c0e3b,P19,place of birth,Karachi,Zehra Sheerazi,Q8068538,NaN
5345,7f59e235-6e29-42db-9578-334ee13c239f,P19,place of birth,London,Henry Edward Armstrong,Q749041,male
5346,9943d1ba-62e3-44a3-b418-a5977b514ff7,P19,place of birth,London,Perry Benson,Q3900087,male
5347,d9890bb6-9a97-408d-9721-6ab011d83be8,P19,place of birth,Helsinki,Matias Kupiainen,Q1199844,male
5348,81ee0aea-73ce-4b24-bf02-d6e29895c510,P19,place of birth,Boston,Benzino,Q818504,male
5349,6cfca1c0-a75e-4754-85fa-1c47a410b46d,P19,place of birth,Frankfurt,Hermann Dessau,Q65239,male
5350,fb3d6013-c34b-40f2-b7a2-14b0576dbc31,P19,place of birth,Georgetown,Vivian Harris,Q3561559,male
5351,a588bd83-49a0-47a1-a955-7a1e1450641c,P19,place of birth,Minneapolis,Morris Day,Q5618166,male
5352,1a2355d9-45f7-4b94-95bd-42c16631e1cb,P19,place of birth,Lisbon,Nuno Lopes,Q2005138,male
5353,b5dc4056-c3b1-4d6f-99a4-93d1a261bcab,P19,place of birth,Istanbul,Mehmed VI,Q162543,male
5354,94d02c16-2c44-4322-be86-0bbb0ed8801c,P19,place of birth,Venice,Lawrence Giustiniani,Q203814,male
5355,75e5825d-75bc-4d91-809a-895e0b9a84ad,P19,place of birth,Edmonton,Randy Ferbey,Q7292188,male
5356,77b9fa09-aa56-44bb-9fd6-e956d1ce6f2d,P19,place of birth,Denmark,Martin Lundgaard Hansen,Q326510,male
5357,07d44212-88ab-4ffb-9c9a-6ccb840700a8,P19,place of birth,London,Philip Walsingham Sergeant,Q2041122,male
5358,da78bdeb-4288-4e5f-a9b2-af641692518f,P19,place of birth,Chicago,Dennis Farina,Q352935,male
5359,d8c971ec-1472-4205-8c45-76710f5344c0,P19,place of birth,Stamford,Torben Betts,Q3532216,male
5360,729c5e85-6c06-41f3-ab90-f28d353e1e92,P19,place of birth,Paris,Alexandre Mercereau,Q2833874,male
5361,78a3dd4d-805c-4d80-8c8e-17171e090dad,P19,place of birth,Montevideo,Eduardo Mateo,Q704112,male
5362,3c88d93e-dad2-4b28-abc8-15d47aa8bfb1,P19,place of birth,Montreal,Benz Antoine,Q15712125,male
5363,b3d44f38-eada-4bed-9717-c7e13d6e6274,P19,place of birth,Detroit,Chico DeBarge,Q5096420,male
5364,03562d9e-12a4-422b-b76a-05271978f5fd,P19,place of birth,Tokyo,Hideki Shirakawa,Q110916,male
5365,89eb52e3-6f68-4dbf-a9fa-e603302ecffa,P19,place of birth,Beijing,Yang Chengfu,Q1765486,male
5366,8c422b99-8f43-4213-a1f7-4d52c2e66a0f,P19,place of birth,Madrid,Diego de Rosales,Q1626892,male
5367,7d75674d-1bd4-4200-b876-e2bb57a8e19b,P19,place of birth,Baltimore,Jenn Wasner,Q16738975,female
5368,a5a22281-2d0a-4008-b089-fb8009ede406,P19,place of birth,Dublin,Brendan Behan,Q313063,male
5369,b13b6e43-fd8f-4527-8277-60844c51e228,P19,place of birth,Oslo,Torstein Aagaard-Nilsen,Q739158,male
5370,4549f276-bb09-4dea-b725-5d356ac51b43,P19,place of birth,Venice,Luigi Nono,Q160451,male
5371,af2afae7-1264-4c08-9961-c32d909c82f5,P19,place of birth,Tbilisi,Suren Spandaryan,Q4430657,male
5372,a57f25f0-879c-40c2-a5d1-12b3b4708591,P19,place of birth,Cardiff,Jonathan Legard,Q6273665,male
5373,c868e098-a2db-43a9-ac3c-0d9484c028da,P19,place of birth,Florence,Accursius,Q339824,male
5374,b36d6c8e-4b8e-4073-bf04-37d235814d7e,P19,place of birth,Kent,Wat Tyler,Q311820,male
5375,428beee9-4ef2-42fe-89c7-ca26664a0823,P19,place of birth,Mobile,Deborah Wiles,Q5248407,female
5376,e4b28ff9-6780-4dad-accd-559a2bc3894a,P19,place of birth,Paterson,Joan Carroll,Q11832768,female
5377,c04fd982-9c80-4ed4-b03b-2974811a80b9,P19,place of birth,Bihar,Jagannath Mishra,Q6122147,male
5378,31ca85c9-04a1-4b48-aa6e-0210d803087f,P19,place of birth,Boston,Sib Hashian,Q3959987,male
5379,6de43085-7907-46b5-b8bf-60f1a26b4af2,P19,place of birth,Dallas,Darrell Nulisch,Q113364,male
5380,3339f680-9f12-46b2-ad15-ad8550fb451e,P19,place of birth,Dublin,Mervyn Wall,Q1282764,male
5381,25e8673a-e2af-4573-b14e-923167158bda,P19,place of birth,Paris,Charles Nungesser,Q918462,male
5382,b4d125d2-2a96-4ae8-9d08-6a760ba0aaf7,P19,place of birth,Ottawa,Michelle Douglas,Q6837003,female
5383,a93860c6-6435-4625-8456-2d7b3af2b9aa,P19,place of birth,Munich,Friedrich August von Kaulbach,Q447963,male
5384,39abb6ea-f8c9-4867-a19d-127862dcbab7,P19,place of birth,Wales,Lindy Hemming,Q291686,female
5385,5d7e7c08-8463-4aee-adcc-6670146bd151,P19,place of birth,Dortmund,Heinz Lammerding,Q67879,male
5386,41b82e4a-6c3f-451d-9c9c-d4a53d0600a3,P19,place of birth,Bangalore,Nikhil Chinapa,Q7034875,male
5387,0daa9153-5862-4ae4-ba28-7e6f0b4bc256,P19,place of birth,Boston,Arnold Hague,Q4795068,male
5388,c891cfcf-2c38-4b28-89f9-a29dd3e635ae,P19,place of birth,Salvador,Pepeu Gomes,Q3899371,male
5389,fa3b40c2-3690-4afe-906e-8dcbbaab2123,P19,place of birth,Plymouth,Heather Fell,Q2399313,female
5390,33b8ae26-532f-453e-ab34-98e5e7839ed6,P19,place of birth,London,James Henry Mapleson,Q3932293,male
5391,f70f09dd-9b01-4c36-a88e-7c21686ce9f8,P19,place of birth,Madrid,Rafael Pascual,Q785529,male
5392,84c36473-8a2b-4d71-a1e3-9095aae1075b,P19,place of birth,Pennsylvania,Roy Abernethy,Q7372506,male
5393,28d97623-e2a1-4e84-8aa8-bb97acfc7ae1,P19,place of birth,Toronto,Jim Cuddy,Q1689075,male
5394,a37673f6-7dc5-4d46-b4d5-5f3d1db88a91,P19,place of birth,Fresno,Gary Scelzi,Q5525887,male
5395,8985c1ed-3fb3-4374-b255-a863833653d1,P19,place of birth,Florence,Taft Jordan,Q962940,male
5396,3cf0acc0-1165-4afd-ae4a-2004d7d69511,P19,place of birth,Tours,Cyril Lemoine,Q945696,male
5397,39996d38-3469-4788-bf54-121315896377,P19,place of birth,Fresno,Charles Amirkhanian,Q5075109,male
5398,98b6919f-898d-4d38-9a07-edac1a570e35,P19,place of birth,Taipei,Ashin,Q704318,male
5399,955c57ee-2191-4395-b36c-268b260f84dd,P19,place of birth,London,The Bullitts,Q7720589,male
5400,30809fb8-dc64-4bc8-b92d-74860304f610,P19,place of birth,Japan,Koichi Ishii,Q2588817,male
5401,b39802ac-c6a8-48c5-981d-ebded195604b,P19,place of birth,Alexandria,Qasim Amin,Q740282,male
5402,10ca87c8-3123-4af5-abc7-464300442049,P19,place of birth,London,Mark Strong,Q312712,male
5403,90feeada-4030-462c-8a37-0f2340bb6222,P19,place of birth,Miami,Blaine Willenborg,Q599540,male
5404,9fecdedc-4f36-4adb-b372-849a53e6508e,P19,place of birth,Westminster,Edward I of England,Q57798,male
5405,38bf55b8-6bbf-48f2-ab2d-5711e1802c7c,P19,place of birth,Manchester,Martin Hannett,Q766551,male
5406,e80ed104-1674-4569-ab16-16e07d5231f3,P19,place of birth,Coventry,Angela Bailey,Q272721,female
5407,921da970-6ce3-45eb-85ba-03b855068b7b,P19,place of birth,Detroit,June Carroll,Q3190000,female
5408,430cf714-dec3-471b-8bb9-6035d85e9360,P19,place of birth,Chicago,Lurrie Bell,Q460278,male
5409,293ea27c-1a2b-491b-85dd-d15dd586faed,P19,place of birth,Paterson,Sybil,Q289603,female
5410,abcdd6d8-3b6b-4a5e-8140-c7c1d6fb464c,P19,place of birth,Toronto,Ralph Day,Q2129560,male
5411,9af53b34-214d-4aca-b6df-6df9e8ba91ef,P19,place of birth,Berlin,Klaus Doldinger,Q62961,male
5412,c7f21b2b-34f0-4284-b75c-bdaab59ee7ef,P19,place of birth,Chicago,Jesse Saunders,Q527564,male
5413,c7865562-79a2-4f1c-aed3-e11194383e06,P19,place of birth,Aleppo,Avraam Russo,Q782986,male
5414,4c2ad6b2-373f-4871-b676-5ed7eb77093e,P19,place of birth,Maryland,Lincoln Plumer,Q6550963,male
5415,54458f53-0feb-4a10-bcc3-a69aade7d8ad,P19,place of birth,Athens,George Perris,Q5543345,male
5416,6f54a111-730f-4973-a370-5dd9bb790b68,P19,place of birth,Quincy,John Cheever,Q336151,male
5417,8c69b3bb-0bad-44b5-b1d8-851383a97f4e,P19,place of birth,Alexandria,Michel Pablo,Q1362259,male
5418,af974521-e203-455a-9885-cabe96ea8bf5,P19,place of birth,Dallas,"Clint Murchison, Jr.",Q1101614,male
5419,7fcca9cd-21dc-412d-9a6c-4be5c8fb4ca8,P19,place of birth,Riga,Marija Naumova,Q229366,female
5420,f5506fbf-c144-4da0-84c0-6f97c89db069,P19,place of birth,London,Charles Hampden-Turner,Q5078740,male
5421,8a1e02fa-9e83-4d7a-af38-615a68487222,P19,place of birth,Blackburn,James Hargreaves,Q140696,male
5422,06298d51-fb45-4c86-a6d4-b2423602961b,P19,place of birth,Detroit,Clark Durant,Q5127216,male
5423,b7bcad83-4d0a-4c28-87df-4e06555adc2e,P19,place of birth,Karnataka,Shashikumar,Q7490571,male
5424,732ced4a-c1cd-4e99-8cd3-9a3c08da89b5,P19,place of birth,Detroit,Nicholas Nixon,Q2309478,male
5425,68d5b898-26f3-45ef-8df0-df0fe7453ad1,P19,place of birth,Houston,James Nabrit,Q8568162,male
5426,9b115d18-7d27-4b3e-9e13-012a74657cc7,P19,place of birth,Augsburg,Elmar Wepper,Q77569,male
5427,1ebe09b2-ed11-4c6f-a1a2-7b0bc828e905,P19,place of birth,Milan,Gregorio Leti,Q1154640,male
5428,a68252c6-0c4d-4371-914d-85f025196795,P19,place of birth,London,Quentin Bell,Q649822,male
5429,b653faa8-fb5d-4dfa-81a6-4aa78ace461d,P19,place of birth,Rome,Margherita Buy,Q201617,female
5430,adbdab9f-6e90-452a-ae74-1918e963eb78,P19,place of birth,Philadelphia,Kurupt,Q448930,male
5431,52c6d334-9ce0-467f-88ad-2a45d324cde1,P19,place of birth,Baltimore,Mink Stole,Q2506373,female
5432,738e520f-fde2-4e66-b95c-3ba50db71248,P19,place of birth,Calgary,Lauren Woolstencroft,Q456765,female
5433,a41db613-ad10-4472-8eae-30bc03a433e6,P19,place of birth,Antwerp,Alice Nahon,Q2288294,female
5434,768d037c-087a-404b-ab5b-5e1a4e555faa,P19,place of birth,Philadelphia,Leonard Hayflick,Q1819009,male
